rating,review_text,steming_data
2,Sudah diinstal tapi tidak bisa dibuka malah muter terus. kenapa yach?,diinstal buka muter ya
1,aplikasi tidak bisa di buka...enta jaringan atau aplikasi yg bermasalah.. menghamba pekerjaan.,aplikasi bukaenta jaring aplikasi masalah hamba kerja
1,"kenapa ni aplikasi udah berulang"" di instal ga bisa"" muter terus",nih aplikasi ulang instal muter
1,data tidak bisa dimuat muter2 terus bngst,data muat muter bngst
1,udah download tapi disuruh balik lagi sama ke playstore gitu gitu terus,download suruh playstore
1,"aplikasi lemot, lebih rumit, masih ok yg 2023",aplikasi lot rumit ok
1,"ini apk gatau kenapa ya udah di update tapi malah minta di update terus heran, diversi udah sama 4.0.2 tapi terus minta update, udah coba di restart juga tetep sama makin gajelas ini apk versi udah terbaru tapi tetep aja minta update",apk ya update update heran versi update coba restart apk versi baru update
1,jelek,jelek
1,"gak bisa di buka pake username sendiri,, ngebukanya pake username org lain, badahal aplikasi jadi satu sama elsimil, sementara data elsimil ada di username sendiri,, berhubung pake username org lain, otomatis data elsimil sendiri tidak ada",buka pakai username ngebukanya pakai username orang badahal aplikasi elsimil data elsimil username hubung pakai username orang otomatis data elsimil
1,tidak bisa masuk apk ini loading di halaman awal terus,masuk apk loading halaman
1,maaf setiap x buka avlikasi kenapa harus selalu instal ulang,maaf kali buka avlikasi instal ulang
1,tiap buka apk ada note pembaruan padahal baru aja di update,buka apk note baru update
1,padahal sudah di up date tapi suruh masuk ke play store terus😏,up date suruh masuk play store
1,tidak bisa login,login
1,"terlalu sering error,bikin pusing kepala🙏",errorbikin pusing kepala
1,"Belum bisa update, masih di versi 4.00",update versi
2,data blm bisa masuk,data masuk
2,kurang lancar,lancar
2,kenapa GK bisa di buka datanya juga hilang2 padahal lagi butuh banget . tolong di upgrade lagi,buka data hilang butuh banget tolong upgrade
1,"selalu ada pembaruan aplikasi tapi ketikasudah aplikasi d perbarui ttp tidak bisad buka,",baru aplikasi ketikasudah aplikasi baru bisad buka
1,jelek gak bisa dihape Poco redmi,jelek dihape poco redmi
1,"sudah di perbarui tapi tetep minta pembaruan lagi, dan sudah tidak ada pembaruan lagi",baru baru baru
2,ga bisa aja srh perbahrui aplikasi...udah d klik brpa kali...males jadi ny,srh perbahrui aplikasiudah klik kalimales nya
1,"aplikasi bolak balik update, bgmn mau input",aplikasi bolak update input
1,"pas log in berputar 2terus,, gak bisa",pas log putar
1,mohon aplikasinya di percepat,mohon aplikasi cepat
1,"aplikasi yg ""belum matang"". harusnya jika sdh diisi beberapa data dan ada isian yg msh kosong lalu di BACK, aps bisa lgsg autosave shg jika mau diedit mudah.inj kalo mau back otomatis data hilang.",aplikasi matang isi data isi kosong back aps langsung autosave shg edit mudahinj back otomatis data hilang
1,"setiap di buka meminta update terus ,Sangat mengganggu dan sudah di update juga masih minta update trus",buka update ganggu update update
1,mbingungi di perbaiki malah soyo angel,mbingungi baik soyo angel
1,"jelek, mbulet bolak-balik harus buka PlayStore padahal update terbaru",jelek mbulet bolakbalik buka playstore update baru
2,puas,puas
1,balik terus ke playstore peh,playstore peh
1,ngelag terus,ngelag
1,belum bisa di buka disetiap hp tolong di perbaiki . 😭😭😭😭😭😭,buka tiap hp tolong baik
1,Bener2 gak bisa dipake. Udah instal-uninstal berulang kali tapi tetep loading parah. Ini sih bukan mempercepat penginputan data tapi malah memperlambat.,pakai instaluninstal ulang kali loading parah sih cepat penginputan data lambat
2,aplikasinya eror masa ada notif pembaruan terus,aplikasi eror notif baru
1,"aplikasi belum maksimal ,pengguna pusinggg",aplikasi maksimal guna pusinggg
1,"sudah verval data tidak tersimpan,sudah memasukkan semua data keluarga tapi yg tersimpan cuma 1 individu,selalu diarahkan update pdhl sudah update terbaru, akhirnya sy keluar dr aplikasi siapa tau bisa lancar KLO login ulang,tapi malah tidak bisa login dan selalu diarahkan untuk update lagi,payah",verval data tersimpansudah masuk data keluarga simpan individuselalu arah update update baru aplikasi tau lancar login ulangtapi login arah update lagipayah
1,balik lagi² ke plystore. blm bls digunakan. sering loading,plystore balas loading
1,"selalu saja eror, minta diperbarui aplikasi tetapi malah tidak bisa log in",eror baru aplikasi log
2,Pas mau buka minta update mulu. pas masuk playstore tp tidak ada yg harus diupdate. Huadeh...,pas buka update mulu pas masuk playstore diupdate huadeh
1,perbaiki sistem aplikasi,baik sistem aplikasi
1,baru d update paginya malem d update lagi gangguan terus,update pagi malam update ganggu
1,solusi nya gimana ya tdk bisa dpt mengunduh... :(,solusi ya ya unduh
1,parah loading terus,parah loading
1,"aplikasi vervalnya sama sekali gak bisa diakses, sudah dicoba berulang kali tapi selalu gagal terus,",aplikasi vervalnya akses coba ulang kali gagal
1,"susah untuk di akses,",susah akses
2,mohon jika akan melakukan update aplikasi agar bisa mengaktifkan draft data saat kami mendata Krn kami dilapangan sebagai kader pendata terkadang sudah melakukan pengisian data di setiap sheetnya namun saat akan melakukan simpan data terjadi lagi err..... dan dengan terpaksa kami ulangi lagi sementara kami harus menambah waktu kerja😥 mohon kerjasamanya aplikasi ya...untuk lebih mempermudah kami yg bekerja dilapangan,mohon update aplikasi aktif draft data data lapang kader data terkadang isi data sheetnya simpan data err paksa ulang tambah kerja mohon kerjasamanya aplikasi yauntuk mudah lapang
1,aplikasi error trs,aplikasi error
1,"hbs diuninstall gabisa dipasang lgi, embel2 suru update. pdhl udh diupdate malah jd gabisa dibuka",habis diuninstall pasang embel suruh update diupdate buka
1,bolak balik terus update aplikasi. .,bolak update aplikasi
2,sulit masuk,sulit masuk
1,"Sudah update versi terbaru, tetapi minta update dan susah d buka, tlg di kembangkan lagi min. Makasih",update versi baru update susah buka tolong kembang min
2,aplikasih masih kurang sempurna...mumet .....,aplikasih sempurnamumet
2,punyaku ko ga bs di buka yah ad yg tau ga yah,punya buka ya tau ya
1,"sudah install dan mengikuti petunjuk yg diberikan tetapi tetap diarahkan ke playstore untuk update,sekalinya aplikasi terbuka, lambat sekali,berputar-putar",install ikut tunjuk arah playstore updatesekalinya aplikasi buka lambat sekaliberputarputar
2,"belum bisa login,",login
1,jelek,jelek
1,minta update trs,update
2,aplikasi kenapa ndak bisa nyimpen ya.. trus dikit2 up date,aplikasi indak simpan ya dikit up date
1,muter² aja,muter
1,"masih banyak kendala, dan sulit di akses, saat login gagal terus,, entah dimana kesalahan nya,, di suruh update aplikasi diplaystore sudah di update tetap juga kembali lagi di suruh update",kendala sulit akses login gagal mana salah ya suruh update aplikasi diplaystore update suruh update
1,"kalau aplikasinya belum siap kenapa dilaunching??kan kasian yang dilapangan, tiap mau ngerjakan mesti pembaruan dulu,iya kalau sekali bisa la ini kadang 2 hari kadang satu Minggu baru bisa dikerjakan",aplikasi dilaunchingkan kasihan lapang ngerjakan mesti baru duluiya kadang kadang minggu
1,tida bisa masuk,tida masuk
1,susah sekali di instal,susah instal
1,gjsl apk eror,gjsl apk eror
1,aplikasi gk bisa di buka2. tolong bagaimana cara dan solusinya. udh di uninstal berkali2 ttp gk bisa,aplikasi buka tolong solusi uninstal kali
2,"siga mobile ini gangguan ya,aoleng",siga mobile ganggu yaaoleng
1,"sering eror,",eror
1,sangat ribet update aplikasi dan selalu gagal,ribet update aplikasi gagal
1,"knp ya sy instal apl siga mobile versi 4.02 muter² ada notifikasi, kembali ke play store pas di klik ok di buka lg muter² lg,tpi kl pke hp yg lain bsa,,mohon penjelasannya 🙏",ya instal apl siga mobile versi muter notifikasi play store pas klik ok buka muter lgtpi pakai hp bsamohon jelas
2,mau masuk gak bisa2,masuk
1,aplikasi lemot. loading nya lama sekali,aplikasi lot loading ya
2,"YaAlloh sedih bangt ngisi data nik udh semua pas mau nyimpen susah berjam-jam gak masuk sedih2 😭😢 tlong ap jngn di persulit perbaiki aplikasi nya, kerjaan ibu2 ni udh banyak di tambah data verval ga masuk2 mau smpai kpn bgni terus sedih banget aku 😭😓",yaalloh sedih banget ngisi data nik pas simpan susah berjamjam masuk sedih tlong sulit baik aplikasi ya kerja nih data verval masuk sedih banget
1,bagus,bagus
1,gak bisa dipake setelah di download selalu kembali lagi ke playstore,pakai download playstore
1,jelek tidak bisa d buka d hp yang baru,jelek buka hp
2,sangat penting,nan
1,"knp sudah di install tetap g bisa di buka...harus balik lagi k play store persi baru persi baru lagi...hadeuh pusing, gimana mau ngerjain 😭",install bukaharus play store pers pers lagihadeuh pusing ngerjain
1,lemot,lot
1,"setiap mau memdata selalu diarahkan ke playstore, bolak balik kerjaan hny meng uninstall dan install, kerjaaan jadinya gak maju maju dan buat fak semangat melanjutkan mendata",memdata arah playstore bolak kerja meng uninstall install kerjaaan maju maju fak semangat lanjut data
1,sejak pertama instal blm bisa di buka di HP saya.,instal buka hp
1,sudah di update tapi tidak bisa di buka suruh update terus,update buka suruh update
1,aplikasi gsk jelas . menyulitkan sekali,aplikasi gsk sulit
1,sistem nya down bngt,sistem ya down banget
2,aplikasi nya kurang bagus,aplikasi ya bagus
2,Unduh Sertifikat Elsimil GAGAL terus,unduh sertifikat elsimil gagal
1,aplikasi paling jelek yg sy temui selama ini,aplikasi jelek temu
1,lemot,lot
1,"gak bisa login.... udah beberapakali download ulang ttp aja gak bisa... baru download ada notif lagi ada versi baru, pas balik k play store gak ada update an... gimana mau ngerjainnya kl aplnya saja beginia",login beberapakali download ulang download notif versi pas play store update an ngerjainnya aplnya beginia
1,setiap buka ke aplikasi akan kembali ke play store updating 😇masih terganggu terus Lom sempurna,buka aplikasi play store updating ganggu lom sempurna
1,ribet,ribet
1,tdk gaga,gaga
1,knpa msih kurang stabil aplikasi nya,stabil aplikasi ya
1,"gak di semua hp bisa.....padahal jelas2 kompatibel di samsung, tp.pas di update di play store malah gak bisa. loading teruuus sampai tuaaaa",hp bisapadahal kompatibel samsung tppas update play store loading teruuus tuaaaa
1,jelek muter muter trus nga bisa d buka,jelek muter muter buka
1,bagus,bagus
1,"ini kenapa sii apk nya error terus, kerjaan mau cpt selesai tpi loading terus, ktanya disuruh hpus dlu terus instal lgi hpus lagi instal lagi smpe kpan bgtu trus 😭",sih apk ya error kerja cepat selesai loading suruh hapus instal hapus instal
1,Udah update tp masih disuruh update,update suruh update
1,"setiap tahun pasti ada aplikasi update KK,dan sudah pengalaman pasti dipertengahan banyak erornya..makanya sy diawal dapat info pendataan langsung sy gas 3 hari selesai. disaat yg lain bingung dan ngeluh karena aplikasinya AQ cuma senyum mendengarkan keluh kesah mereka😅",aplikasi update kkdan alam tengah erornyamakanya awal info data langsung gas selesai saat bingung ngeluh aplikasi senyum dengar keluh kesah
2,kenapa nak bisa d buka ya?,nak buka ya
2,"terlalu banyak perbaikan , sehingga menghambat penyelesaian pendataan",baik hambat selesai data
1,Ndak bisa dipakai,indak pakai
1,servernya sering error,servernya error
1,aplikasi bikin galau...,aplikasi bikin galau
2,aplikasi ribet .. bolak balik update terus,aplikasi ribet bolak update
1,naik versi terus... tp aplikasi sering eror... udh semngat 45 tp langsung down,versi aplikasi eror semangat langsung down
1,WAKTUNYA UPDATE GAADA FITUR UPDATE,update fitur update
2,"Dibikin pusing sama aplikasi ini, harus di update terus/loading terus.",bikin pusing aplikasi update terusloading
1,Berapa kali update gagal terus gk bsa dibuka😒😕 menyebalkan,kali update gagal buka sebal
1,loading terus,loading
2,kadang lemot kdang lancar,kadang lot kadang lancar
1,ngabisin waktu... gak jelas muter kyak kolecer,ngabisin muter kayak kolecer
1,aplikasi nya sangat menguras emosi,aplikasi ya uras emosi
1,susah d buka aplikasinya loding trus,susah buka aplikasi loding
1,aplikasi gak jelas....trus ganti aj,aplikasi jelastrus ganti
2,selalu di arahkan pembaruan ke PlayStore..tapi tetep aja begitu. padahal uda di uninstall,arah baru playstoretapi uninstall
1,aplikasi sering eror padahal waktu yang diberikan cuma sedikit...,aplikasi eror
1,"Menyebalkan, aplikasinya slalu mengarahkan ke play store.",sebal aplikasi arah play store
1,"aplikasinya belum stabil, data masuk belum bisa tersimpan kaarena sering error mohon diperbaiki lagi supaya update data gampang tidak muter2",aplikasi stabil data masuk simpan kaarena error mohon baik update data gampang muter
1,"tidak bisa sama sekali,,",nan
2,"dua kali update pas selesai selalu diarahkan ke play store lagi, masa klo mau update mesti uninstal dl, hadeh",kali update pas selesai arah play store update mesti uninstal hadeh
1,"ini apknya setiap mau buka, ada tulisan update di play store, tapi tidak ada updatean di play store tolong di perbaiki",apknya buka tulis update play store updatean play store tolong baik
1,ga bisa di buka,buka
2,gimn ini mau mengerjakan laporan kalau di arahkan ke pembaharuan terus,lapor arah baharu
1,berkali kali di uninstall tetep ga bisa gimana siih,kali kali uninstall sih
1,aplikasi sering eror,aplikasi eror
2,"server sering lambat, loudingnya muter² terus",server lambat loudingnya muter
1,server nya eror terus,server ya eror
2,selalu disuruh kembali ke playstor trus.. balik lagi blik lagi..,suruh playstor
1,minta di update terus bolak balik ke playstore ga bisa log in sama sekali,update bolak playstore log
1,"aplikasi gak jelas, aplikasi belum layak disuguhkan, gak usah suruh pake aplikasi isi data klw aplikasi nya error terus tiap dipake. suguhkan aplikasi itu yg benar2 bisa layak digunakan.",aplikasi aplikasi layak suguh suruh pakai aplikasi isi data aplikasi ya error pakai suguh aplikasi layak
2,"aplikasi bimbang, bolak balik update terus, klw blm siap jgn lah launcing dlu, kami yg d bawah d buat mumet otak lihat loading lama bngt muter²",aplikasi bimbang bolak update launcing mumet otak lihat loading banget muter
2,aplikasi ini susah dijangkau. sdh unistal login lagi susah masuknya. sdgkan kita selalu diminta mengerjakan laporan segera,aplikasi susah jangkau unistal login susah masuk sdgkan lapor
1,"udah diupdate kok minta update mulu, mana gabisa dipakek",diupdate update mulu dipakek
1,aplikasi gak bisa di gunakan,aplikasi
2,"sudah uninstall instal lagi tp tetap di arahkan ke playstrore,,ujung²nya ga bisa di buka gimana mau mengerjakan SDH mau dekat tgl dateline nya",uninstall instal arah playstroreujungnya buka tanggal dateline ya
1,"aplikasi hanya bisa di pakai versi hp 12, menyulitkan kader untuk memakai aplikasi yang versi hp nya rendah, tidak mungkin kader membeli hp baru utk aplikasi ini,",aplikasi pakai versi hp sulit kader pakai aplikasi versi hp ya rendah kader beli hp aplikasi
2,apaan sihh sering di arahkan ke play store terus padah udah di upgrade,sih arah play store padah upgrade
1,sering eror,eror
1,"makin diupgrade aplikasinya makin ngaco, yang udah diverval anggota keluarganya hilang, dan aplikasinya terus terusan error",diupgrade aplikasi aco diverval anggota keluarga hilang aplikasi terus error
2,"diarahkan LG ke playstore padahal SDH update, jadi kapan mau di verval kalau terus di arahkan",arah playstore update verval arah
2,"aplikasi jelek banget suruh update sudah di update giliran mau masuk aplikasi suruh update terus begitu terus ,gimana kerja mau selesai aplikasinya saja susah di akses ,mohon di benahi kembali",aplikasi jelek banget suruh update update gilir masuk aplikasi suruh update kerja selesai aplikasi susah akses mohon benah
